911,Politicians are always censured for outrageous or inappropriate behavior.,You'll have to answer for your behavior.,You must put an end to your foolish behavior.
912,I'll stand behind you if you are going to do it.,The police officer on duty sensed an elderly man coming up behind him.,I found that I had left my umbrella behind in the classroom.
913,Being objective means not telling everybody whose side you are on.,Liberty consists of being able to make everything as harmless as possible.,I have a great fear of being disdained by those I love and care about.
914,Nothing can ever stagger her belief.,I have a firm belief in his innocence.,The devout Christian persists in his belief.
915,What do you believe is true even though you cannot prove it?,"It depends what you mean by ""believe"" in God.",I can't believe it!
916,The church bell used to ring at three.,The bell went off right in the middle of our discussion.,"I ran to school, but the bell had already rung."
917,The belly has no ears.,I hit the man on the belly.,Fair words fill not the belly.
918,Do you belong to any clubs?,You belong in a better place than this.,Which club do you belong to?
919,His wife died leaving behind their two beloved children.,He died leaving his beloved children behind.,He lost his beloved son.
920,Your marks were well below average this term.,Your work is below average.,There is a hut below the bridge.
921,Please make certain your seat belt is fastened.,Fasten your seat belt when you drive.,"But for the safety belt, I wouldn't be alive today."
922,I'm going to sit on the bench over there next to the street lamp.,The manager sat on the bench with his arms folded.,We sat on a bench in the park.
923,We will not bend to the will of a tyrant.,I can't bend my right arm.,But you don't want to bend the knees too much.
924,"Ultimately, space flight will be beneficial to all mankind.",Regular exercise is beneficial to good health.,Worms are sometimes beneficial to soil.
925,You should read such books as will benefit you.,Choose such friends as will benefit you.,You should keep company with such men as can benefit you.
926,The doctor bent over the sick boy.,The thin man paused in the shade with his knees a little bent.,The branch bent but did not break.
927,This berry is good to eat.,Why would you want Oprah when you can have Halle Berry?,I will eat a Hallowen Blue Berry Jelly Dessert.
928,I'm beside myself with joy.,"Beside you, I'm only a beginner at this game.",With you here beside me I'm not afraid of anything. You're my fortress.
929,Your remarks are besides the point.,"Besides the rain, we experienced heavy winds.",There was no one in the room besides Mary and John.
930,I'll do my best not to disturb your studying.,I think it is best not to be impolite.,That was the best day of my life.
931,I'll bet he'd have a fit if his students fell asleep.,The best bet on a rainy day is to remain indoors.,I'll bet Madonna doesn't return to her career for awhile.
932,A few words may betray a man's true character.,John is not a man to betray you.,You are barking up the wrong tree by asking me to betray my country.
933,You're in better shape than I am.,I have nothing better to do.,"Whatever I do, she says I can do better."
934,It's over between us. Give me back my ring!,You should distinguish between right and wrong.,I see no analogy between your problem and mine.
935,The entrée includes a beverage.,Milk is a popular beverage.,Milk is a good beverage.
936,Beware of imitations.,Beware lest you should miss the train.,Beware! There's a car coming!
937,,,
938,Your conduct is beyond bearing.,Your meaning is beyond me.,Have you ever seen Mt. Fuji? It is beautiful beyond description.
939,You have to judge the case without bias.,People tend to look at others with bias.,The villagers had a bias against any newcomer.
940,,,
941,I will give you a bicycle for your birthday.,You shall have a bicycle for your birthday.,Could you lend me your bicycle for a couple of days?
942,Gonzales offers a bike to all his employees in Europe.,Your bike is better than mine.,It's hard to get to by bike because it's far away.
943,"When Sony came back with a 2 billion bid, CBS could not refuse.",I'll bid farewell to this stinking school.,I bid ten dollars for the old stove.
944,"When we are small, everything seems so big.",You can't get lost in big cities; there are maps everywhere!,You're running a big risk in trusting him.
945,I'll bring you the bill immediately.,Are you for or against the bill?,You shouldn't have paid the bill.
946,"I'm forever lost, can't you see? I'm in a bind!",You must bind yourself to keep your promise.,We need to bind gravel with cement.
947,I illustrated his biography with some pictures.,The history of the world is but the biography of great men.,The difficulty with biography is that it is partly record and partly art.
